customer_id,country_of_origin,loyalty_tier,past_saf_purchase,adds_paid_options,booking_class,num_passengers,length_of_stay_days,destination_region,flight_distance_km,ticket_price_eur,co2_emission_kg,saf_contribution
1878,UK,Silver,1,0,Economy,4,11,EU,2549,474.08,229.41,0
1879,Spain,Gold,1,1,Economy,1,7,Domestic,838,209.5,75.42,1
1880,Germany,Platinum,0,0,Economy,1,12,EU,1013,271.49,91.17,0
1881,Germany,Silver,0,0,Economy,2,3,EU,805,210.89,72.45,0
1882,USA,Silver,0,0,Economy,4,3,Intercontinental,5949,966.5,535.41,0
1883,Germany,Silver,1,0,Economy,2,13,EU,1374,318.07,123.66,0
1884,Netherlands,Silver,0,1,Premium,3,12,EU,1690,545.19,152.1,0
1885,France,Gold,0,1,Premium,1,6,Domestic,678,230.33,61.02,0
1886,UK,Silver,0,1,Economy,4,2,EU,1761,339.27,158.49,0
1887,France,Silver,0,0,Economy,1,3,Domestic,424,134.48,38.16,0
1888,Spain,Silver,0,0,Economy,4,4,Domestic,260,109.11,23.4,0
1889,Netherlands,Gold,1,0,Economy,1,10,EU,1916,427.6,172.44,0
1890,USA,Silver,0,0,Business,2,10,Intercontinental,5014,2068.2,451.26,1
1891,France,Gold,1,0,Economy,1,8,Domestic,249,174.46,22.41,0
1892,UK,Silver,0,1,Economy,4,14,EU,1724,347.99,155.16,0
1893,USA,Silver,1,0,Economy,2,6,Intercontinental,8497,1388.63,764.73,0
1894,Spain,Silver,1,1,Economy,4,3,Domestic,1163,268.54,104.67,0
1895,Germany,Silver,0,1,Premium,3,3,EU,1633,518.12,146.97,0
1896,Netherlands,Silver,0,1,Economy,4,9,EU,3403,615.62,306.27,0
1897,Germany,Silver,0,1,Premium,4,4,EU,722,273.79,64.98,0
1898,France,Platinum,0,0,Economy,2,8,Domestic,861,206.65,77.49,0
1899,Italy,Gold,0,0,Economy,4,14,Domestic,1094,307.19,98.46,0
1900,Netherlands,Silver,0,1,Economy,3,7,EU,1270,332.1,114.3,0
1901,Germany,Silver,0,1,Premium,3,14,EU,2900,782.11,261.0,0
1902,France,Platinum,0,0,Economy,2,7,Domestic,531,152.0,47.79,0
1903,Netherlands,Gold,1,1,Economy,3,4,EU,2419,470.26,217.71,1
1904,France,Silver,0,1,Economy,2,7,Domestic,297,192.59,26.73,0
1905,Netherlands,Gold,0,0,Economy,1,14,EU,1845,399.49,166.05,0
1906,Spain,Gold,0,0,Premium,4,5,Domestic,919,361.58,82.71,0
1907,USA,Gold,0,1,Economy,4,2,Intercontinental,7322,1179.72,658.98,0
1908,Italy,Silver,0,0,Economy,4,13,Domestic,703,177.34,63.27,0
1909,Italy,Silver,0,0,Economy,4,9,Domestic,1045,229.35,94.05,0
1910,France,Silver,1,0,Economy,2,10,Domestic,758,212.03,68.22,0
1911,Italy,Platinum,0,1,Business,4,4,Domestic,826,466.25,74.34,1
1912,USA,Gold,0,1,Economy,3,12,Intercontinental,6943,1113.09,624.87,0
1913,USA,Silver,1,0,Economy,3,2,Intercontinental,7743,1268.48,696.87,0
1914,Italy,Platinum,0,0,Premium,1,2,Domestic,569,273.13,51.21,0
1915,UK,Platinum,0,0,Economy,2,2,EU,3170,575.54,285.3,0
1916,Netherlands,Platinum,0,0,Premium,1,10,EU,1188,388.69,106.92,0
1917,USA,Platinum,0,0,Premium,4,11,Intercontinental,6353,1672.9,571.77,1
1918,Germany,Platinum,1,0,Economy,3,14,EU,1844,386.64,165.96,1
1919,Italy,Silver,1,0,Economy,2,6,Domestic,1198,311.47,107.82,0
1920,UK,Platinum,0,1,Economy,3,4,EU,946,291.51,85.14,0
1921,Germany,Platinum,0,0,Economy,2,11,EU,2189,465.29,197.01,0
1922,France,Silver,1,0,Economy,1,10,Domestic,258,133.98,23.22,0
1923,Germany,Silver,0,0,Premium,4,11,EU,3352,895.92,301.68,0
1924,Italy,Platinum,0,1,Premium,1,10,Domestic,231,119.8,20.79,1
1925,Netherlands,Silver,0,0,Economy,4,7,EU,807,173.98,72.63,0
1926,France,Platinum,0,0,Premium,3,6,Domestic,537,220.52,48.33,0
1927,Germany,Silver,0,1,Economy,1,2,EU,2826,522.06,254.34,0
1928,UK,Silver,1,1,Economy,1,7,EU,909,268.41,81.81,0
1929,Germany,Silver,0,1,Economy,3,6,EU,3056,516.97,275.04,0
1930,France,Silver,0,0,Economy,3,10,Domestic,837,198.36,75.33,0
1931,Germany,Gold,0,0,Premium,3,8,EU,2785,797.32,250.65,0
1932,Germany,Gold,1,1,Economy,2,4,EU,3038,590.68,273.42,1
1933,Germany,Silver,0,0,Economy,3,6,EU,3029,513.11,272.61,0
1934,Germany,Silver,0,0,Economy,2,7,EU,2380,431.34,214.2,0
1935,Germany,Silver,1,1,Economy,3,12,EU,1304,299.99,117.36,0
1936,USA,Silver,0,1,Premium,2,3,Intercontinental,6888,1804.44,619.92,1
1937,Spain,Gold,0,1,Premium,3,8,Domestic,1192,447.24,107.28,0
1938,USA,Silver,0,1,Economy,2,10,Intercontinental,6534,1075.31,588.06,0
1939,UK,Silver,0,1,Economy,4,11,EU,3294,635.24,296.46,0
1940,France,Silver,1,1,Economy,4,10,Domestic,694,248.19,62.46,0
1941,France,Silver,0,0,Economy,1,6,Domestic,244,112.54,21.96,0
1942,Italy,Silver,1,1,Economy,3,9,Domestic,1072,243.45,96.48,0
1943,Netherlands,Silver,1,0,Economy,3,10,EU,1061,241.56,95.49,0
1944,Netherlands,Platinum,0,1,Business,2,7,EU,2270,1001.63,204.3,1
1945,Netherlands,Platinum,0,0,Economy,1,13,EU,3394,565.42,305.46,0
1946,UK,Platinum,0,0,Economy,4,5,EU,3234,615.84,291.06,0
1947,UK,Silver,1,1,Economy,1,5,EU,2911,499.74,261.99,0
1948,France,Silver,0,0,Economy,2,4,Domestic,801,259.52,72.09,0
1949,Italy,Gold,0,1,Economy,3,13,Domestic,813,229.61,73.17,0
1950,UK,Gold,0,1,Economy,1,10,EU,1204,278.75,108.36,0
1951,France,Platinum,0,0,Economy,3,11,Domestic,211,147.73,18.99,0
1952,Spain,Silver,1,0,Economy,4,12,Domestic,793,262.26,71.37,0
1953,Germany,Silver,0,0,Economy,2,14,EU,2640,475.67,237.6,0
1954,Netherlands,Gold,1,1,Economy,3,12,EU,2818,499.72,253.62,1
1955,USA,Platinum,0,0,Premium,1,7,Intercontinental,7950,2074.49,715.5,1
1956,USA,Platinum,0,0,Premium,2,9,Intercontinental,8421,2203.93,757.89,1
1957,Germany,Gold,1,0,Premium,4,3,EU,1927,539.32,173.43,1
1958,UK,Platinum,0,1,Economy,1,5,EU,2129,437.35,191.61,0
1959,Germany,Gold,0,1,Economy,3,3,EU,2118,419.79,190.62,0
1960,Netherlands,Platinum,1,0,Economy,3,12,EU,1156,277.39,104.04,1
1961,France,Platinum,0,1,Economy,2,12,Domestic,736,185.36,66.24,0
1962,UK,Platinum,0,1,Premium,4,4,EU,2651,796.81,238.59,1
1963,USA,Silver,0,1,Economy,1,3,Intercontinental,8459,1358.66,761.31,0
1964,Italy,Silver,0,0,Premium,4,10,Domestic,429,222.48,38.61,0
1965,Germany,Gold,1,1,Premium,1,10,EU,2065,590.26,185.85,1
1966,Germany,Silver,1,0,Premium,1,7,EU,2072,649.63,186.48,1
1967,France,Platinum,0,1,Premium,2,13,Domestic,1093,353.22,98.37,1
1968,Italy,Silver,1,1,Economy,3,8,Domestic,1073,303.12,96.57,0
1969,Italy,Silver,1,1,Economy,3,6,Domestic,394,154.58,35.46,0
1970,France,Gold,0,0,Economy,3,11,Domestic,355,117.77,31.95,0
1971,France,Silver,0,1,Economy,4,2,Domestic,309,157.47,27.81,0
1972,USA,Silver,0,0,Economy,1,5,Intercontinental,8530,1385.16,767.7,0
1973,Spain,Silver,1,0,Economy,2,14,Domestic,876,223.54,78.84,0
1974,UK,Gold,1,0,Business,4,5,EU,2521,1140.37,226.89,1
1975,Spain,Silver,0,1,Economy,1,13,Domestic,528,171.33,47.52,0
1976,USA,Platinum,1,0,Premium,2,9,Intercontinental,6020,1568.62,541.8,1
1977,Spain,Silver,0,0,Economy,1,6,Domestic,260,91.86,23.4,0
1978,UK,Platinum,0,0,Business,2,4,EU,2344,1076.82,210.96,1
1979,USA,Silver,1,1,Economy,4,2,Intercontinental,5636,942.07,507.24,1
1980,USA,Silver,0,1,Economy,1,2,Intercontinental,8890,1439.8,800.1,0
1981,France,Silver,0,1,Economy,1,6,Domestic,998,211.17,89.82,0
1982,USA,Silver,0,0,Premium,4,9,Intercontinental,5596,1497.94,503.64,0
1983,UK,Gold,0,1,Economy,2,10,EU,3368,608.54,303.12,0
1984,UK,Silver,0,1,Premium,3,11,EU,1666,513.03,149.94,0
1985,France,Silver,0,1,Economy,3,11,Domestic,1186,323.31,106.74,0
1986,France,Gold,1,1,Economy,2,3,Domestic,483,179.59,43.47,1
1987,Netherlands,Silver,1,1,Economy,2,6,EU,1362,351.74,122.58,0
1988,UK,Silver,0,1,Premium,3,5,EU,2328,647.33,209.52,0
1989,UK,Gold,0,0,Economy,1,13,EU,1178,318.12,106.02,0
1990,Netherlands,Platinum,0,0,Premium,4,4,EU,1318,434.79,118.62,0
1991,Netherlands,Silver,0,1,Economy,3,12,EU,1435,294.86,129.15,0
1992,France,Silver,0,1,Economy,2,9,Domestic,747,236.62,67.23,0
1993,Germany,Platinum,0,1,Economy,1,3,EU,982,252.93,88.38,0
1994,France,Silver,0,0,Economy,2,3,Domestic,997,257.12,89.73,0
1995,Netherlands,Platinum,0,0,Economy,3,6,EU,2996,516.59,269.64,0
1996,Germany,Silver,0,1,Premium,4,11,EU,1390,465.49,125.1,0
1997,USA,Platinum,0,1,Premium,4,11,Intercontinental,5446,1440.91,490.14,1
1998,France,Silver,0,1,Economy,1,11,Domestic,1164,260.18,104.76,0
1999,France,Platinum,1,0,Economy,4,2,Domestic,886,273.56,79.74,0
2000,Spain,Silver,0,0,Economy,3,13,Domestic,722,176.25,64.98,0
2001,Spain,Gold,1,0,Business,3,8,Domestic,1087,573.46,97.83,1
2002,Spain,Silver,0,0,Premium,3,10,Domestic,730,282.54,65.7,0
2003,USA,Silver,0,0,Economy,1,3,Intercontinental,8261,1307.0,743.49,0
2004,Spain,Gold,1,1,Economy,3,11,Domestic,271,171.81,24.39,1
2005,Spain,Gold,0,1,Business,4,2,Domestic,498,314.45,44.82,1
2006,Netherlands,Platinum,0,0,Economy,1,10,EU,1248,271.88,112.32,0
2007,UK,Silver,0,1,Business,3,14,EU,3397,1438.87,305.73,1
2008,Netherlands,Platinum,1,1,Economy,3,14,EU,880,224.09,79.2,1
2009,France,Silver,0,1,Economy,2,3,Domestic,1184,241.22,106.56,0
2010,UK,Platinum,1,1,Economy,3,10,EU,1061,290.07,95.49,1
2011,France,Platinum,1,0,Economy,1,14,Domestic,486,150.77,43.74,0
2012,France,Silver,0,0,Premium,2,9,Domestic,852,345.69,76.68,0
2013,USA,Platinum,0,0,Economy,1,8,Intercontinental,5832,997.93,524.88,0
2014,France,Platinum,0,1,Economy,3,12,Domestic,869,274.53,78.21,0
2015,UK,Silver,0,1,Business,4,2,EU,800,379.91,72.0,0
2016,UK,Gold,0,0,Economy,2,5,EU,2111,401.57,189.99,0
2017,Italy,Silver,1,1,Economy,2,12,Domestic,740,223.39,66.6,0
2018,USA,Platinum,0,0,Economy,2,12,Intercontinental,5094,899.96,458.46,0
2019,France,Silver,1,1,Economy,1,8,Domestic,473,136.51,42.57,0
2020,Germany,Silver,0,0,Economy,2,7,EU,730,245.64,65.7,0
2021,USA,Silver,0,0,Economy,4,2,Intercontinental,8830,1381.2,794.7,0
2022,Germany,Gold,0,0,Economy,4,8,EU,1561,331.59,140.49,0
2023,USA,Platinum,0,0,Economy,2,3,Intercontinental,8203,1288.89,738.27,0
2024,France,Platinum,1,1,Economy,1,13,Domestic,496,139.39,44.64,1
2025,UK,Silver,0,0,Economy,1,14,EU,713,234.44,64.17,0
2026,Spain,Silver,0,1,Economy,1,14,Domestic,664,151.46,59.76,0
2027,Netherlands,Gold,0,0,Economy,3,9,EU,3445,622.29,310.05,0
2028,USA,Gold,0,0,Economy,1,3,Intercontinental,7646,1206.73,688.14,0
2029,Spain,Silver,1,1,Economy,1,5,Domestic,421,194.28,37.89,0
2030,Germany,Silver,1,1,Economy,2,7,EU,1890,414.32,170.1,0
2031,France,Gold,0,0,Business,3,9,Domestic,744,417.88,66.96,0
2032,Germany,Silver,0,1,Economy,2,13,EU,1298,320.29,116.82,0
2033,UK,Gold,0,1,Economy,1,12,EU,2895,543.33,260.55,0
2034,USA,Gold,1,0,Premium,1,4,Intercontinental,7658,2013.05,689.22,1
2035,Germany,Platinum,1,1,Premium,2,13,EU,1162,381.51,104.58,1
2036,Italy,Gold,0,0,Business,3,7,Domestic,776,426.53,69.84,0
2037,France,Silver,0,0,Economy,3,7,Domestic,395,147.53,35.55,0
2038,France,Platinum,0,1,Economy,2,2,Domestic,769,165.63,69.21,0
2039,Spain,Gold,0,0,Economy,1,7,Domestic,375,116.32,33.75,0
2040,Spain,Silver,0,0,Economy,3,2,Domestic,385,172.93,34.65,0
2041,USA,Gold,0,0,Economy,3,10,Intercontinental,5485,909.24,493.65,0
2042,Germany,Silver,0,1,Premium,4,5,EU,1276,467.96,114.84,0
2043,UK,Platinum,0,1,Economy,2,6,EU,734,195.49,66.06,0
2044,France,Silver,0,0,Economy,3,2,Domestic,771,176.49,69.39,0
2045,USA,Gold,0,1,Economy,4,14,Intercontinental,8386,1340.74,754.74,0
2046,Netherlands,Silver,0,0,Business,4,2,EU,2017,925.48,181.53,0
2047,France,Silver,0,1,Economy,4,13,Domestic,1000,252.83,90.0,0
2048,Netherlands,Platinum,0,1,Business,1,10,EU,3338,1446.23,300.42,1
2049,UK,Platinum,1,1,Premium,2,7,EU,722,241.62,64.98,1
2050,France,Silver,0,0,Business,3,14,Domestic,1045,550.7,94.05,0
2051,UK,Silver,1,1,Premium,4,11,EU,1531,522.99,137.79,1
2052,UK,Silver,0,0,Economy,1,14,EU,1990,363.03,179.1,0
2053,France,Gold,0,1,Premium,1,11,Domestic,1005,363.86,90.45,0
2054,USA,Gold,1,0,Economy,2,7,Intercontinental,6267,1013.03,564.03,1
2055,USA,Gold,0,0,Economy,2,6,Intercontinental,6846,1095.13,616.14,0
2056,Germany,Gold,0,0,Economy,1,7,EU,2998,520.16,269.82,0
2057,UK,Platinum,0,0,Economy,1,9,EU,3078,563.83,277.02,0
2058,UK,Silver,1,1,Economy,4,8,EU,3236,623.99,291.24,0
2059,Germany,Silver,0,1,Economy,4,8,EU,1710,388.36,153.9,0
2060,UK,Gold,0,0,Economy,3,10,EU,2215,396.59,199.35,0
2061,France,Platinum,0,0,Business,4,10,Domestic,608,344.19,54.72,0
2062,UK,Gold,0,0,Economy,4,14,EU,2097,379.64,188.73,0
2063,USA,Gold,0,1,Economy,4,10,Intercontinental,6916,1131.2,622.44,0
2064,UK,Gold,0,0,Economy,3,2,EU,684,208.85,61.56,0
2065,France,Platinum,0,0,Economy,3,13,Domestic,985,278.91,88.65,0
2066,Netherlands,Silver,0,0,Economy,3,12,EU,2400,496.13,216.0,0
2067,Spain,Silver,1,1,Premium,3,12,Domestic,671,220.52,60.39,1
2068,Spain,Platinum,1,0,Economy,4,7,Domestic,822,242.22,73.98,0
2069,France,Platinum,1,0,Economy,2,6,Domestic,559,174.87,50.31,0
2070,Italy,Silver,0,1,Premium,3,9,Domestic,984,345.5,88.56,0
2071,Netherlands,Silver,0,0,Economy,3,12,EU,2485,444.93,223.65,0
2072,UK,Silver,1,0,Economy,3,11,EU,910,189.93,81.9,0
2073,Spain,Silver,0,0,Premium,4,14,Domestic,509,260.79,45.81,0
2074,USA,Platinum,0,1,Economy,1,9,Intercontinental,8995,1422.31,809.55,1
2075,USA,Silver,1,0,Economy,4,9,Intercontinental,8176,1364.43,735.84,0
2076,USA,Platinum,0,0,Economy,3,6,Intercontinental,8070,1267.47,726.3,0
2077,Spain,Silver,0,0,Economy,4,11,Domestic,623,184.29,56.07,0
2078,UK,Gold,0,1,Economy,2,12,EU,3424,637.83,308.16,0
2079,USA,Silver,1,0,Premium,4,11,Intercontinental,7723,2006.42,695.07,1
2080,Netherlands,Gold,0,1,Economy,1,2,EU,3295,640.99,296.55,0
2081,France,Gold,1,1,Economy,1,14,Domestic,389,172.1,35.01,1
2082,France,Gold,0,1,Economy,3,5,Domestic,451,139.39,40.59,0
2083,UK,Silver,0,1,Business,1,8,EU,2096,967.76,188.64,1
2084,USA,Silver,0,0,Premium,3,3,Intercontinental,8193,2196.71,737.37,0
2085,UK,Silver,0,0,Premium,4,8,EU,1416,428.91,127.44,0
2086,UK,Silver,0,0,Economy,4,6,EU,817,254.8,73.53,0
2087,France,Gold,0,1,Premium,3,7,Domestic,369,239.98,33.21,0
2088,Germany,Gold,1,1,Premium,3,7,EU,1881,542.32,169.29,1
2089,USA,Gold,0,1,Economy,4,6,Intercontinental,7718,1231.15,694.62,0
2090,Italy,Gold,0,0,Business,2,11,Domestic,275,231.71,24.75,0
2091,Netherlands,Silver,0,1,Premium,1,8,EU,3004,896.07,270.36,0
2092,USA,Silver,1,1,Business,1,5,Intercontinental,8311,3443.93,747.99,1
2093,Spain,Silver,0,1,Premium,1,14,Domestic,556,239.46,50.04,0
2094,UK,Platinum,0,1,Premium,1,2,EU,2200,610.52,198.0,1
2095,Spain,Gold,1,1,Business,4,10,Domestic,1169,610.04,105.21,1
2096,Netherlands,Silver,0,0,Economy,1,8,EU,2965,501.66,266.85,0
2097,Germany,Silver,0,0,Premium,4,10,EU,1721,501.4,154.89,0
2098,Germany,Platinum,0,0,Economy,3,13,EU,3431,609.72,308.79,0
2099,Netherlands,Gold,0,0,Premium,4,12,EU,704,276.06,63.36,0
2100,Italy,Gold,0,0,Premium,3,10,Domestic,846,267.02,76.14,0
2101,USA,Silver,0,1,Premium,3,8,Intercontinental,7892,2031.23,710.28,1
2102,UK,Silver,1,1,Premium,2,3,EU,2843,773.26,255.87,1
2103,France,Platinum,0,0,Economy,2,12,Domestic,942,195.27,84.78,0
2104,Germany,Gold,0,0,Economy,2,3,EU,3361,651.89,302.49,0
2105,Netherlands,Silver,0,0,Economy,2,5,EU,1507,299.84,135.63,0
2106,Italy,Platinum,0,0,Economy,1,10,Domestic,1193,316.9,107.37,0
2107,USA,Gold,0,0,Economy,2,14,Intercontinental,5603,968.88,504.27,0
2108,USA,Silver,0,1,Economy,1,8,Intercontinental,6924,1159.19,623.16,0
2109,Spain,Silver,0,0,Economy,1,10,Domestic,547,197.84,49.23,0
2110,USA,Silver,0,0,Economy,1,5,Intercontinental,7094,1163.96,638.46,0
2111,France,Silver,0,0,Economy,3,10,Domestic,722,214.68,64.98,0
2112,Spain,Gold,1,1,Premium,3,8,Domestic,361,229.32,32.49,1
2113,France,Silver,0,1,Economy,1,9,Domestic,662,227.05,59.58,0
2114,USA,Platinum,1,0,Economy,2,2,Intercontinental,5562,907.38,500.58,1
2115,Germany,Platinum,1,1,Premium,1,10,EU,1116,339.42,100.44,1
2116,France,Silver,1,1,Economy,3,13,Domestic,503,154.82,45.27,0
2117,UK,Silver,1,0,Economy,2,9,EU,1398,272.95,125.82,0
2118,Germany,Platinum,0,0,Economy,3,2,EU,3071,606.1,276.39,0
2119,France,Gold,1,0,Business,2,14,Domestic,590,324.27,53.1,1
2120,USA,Gold,1,0,Economy,3,9,Intercontinental,7914,1254.42,712.26,1
2121,USA,Silver,1,1,Premium,1,6,Intercontinental,8156,2151.24,734.04,1
2122,UK,Silver,0,0,Economy,4,4,EU,895,224.07,80.55,0
2123,USA,Gold,1,0,Economy,4,9,Intercontinental,6988,1120.0,628.92,1
2124,UK,Platinum,1,0,Economy,3,12,EU,1081,217.92,97.29,1
2125,USA,Silver,1,0,Economy,2,12,Intercontinental,6801,1079.4,612.09,0
2126,Germany,Platinum,0,1,Premium,3,4,EU,1449,468.58,130.41,1
2127,Germany,Silver,0,0,Economy,4,9,EU,3112,591.83,280.08,0
2128,France,Platinum,1,0,Premium,2,6,Domestic,429,249.83,38.61,1
2129,USA,Gold,0,1,Economy,3,9,Intercontinental,8888,1441.74,799.92,0
2130,UK,Silver,0,0,Economy,4,4,EU,2639,511.12,237.51,0
2131,France,Gold,1,0,Economy,3,11,Domestic,1191,252.85,107.19,0
2132,France,Silver,0,0,Business,1,7,Domestic,344,215.04,30.96,0
2133,Germany,Silver,0,0,Economy,2,13,EU,2570,477.26,231.3,0
2134,UK,Silver,0,0,Economy,2,7,EU,2855,565.12,256.95,0
2135,Netherlands,Silver,0,0,Economy,1,5,EU,1045,250.28,94.05,0
2136,USA,Silver,0,0,Economy,4,6,Intercontinental,5413,885.91,487.17,0
2137,France,Gold,0,1,Economy,3,13,Domestic,1022,295.25,91.98,0
2138,Netherlands,Gold,0,0,Economy,4,13,EU,2425,454.89,218.25,0
2139,France,Silver,0,1,Business,2,8,Domestic,1164,523.55,104.76,0
2140,USA,Platinum,1,0,Economy,4,2,Intercontinental,8307,1350.6,747.63,1
2141,USA,Gold,0,1,Business,2,9,Intercontinental,5544,2330.24,498.96,1
2142,UK,Platinum,0,1,Economy,2,12,EU,1665,395.29,149.85,0
2143,Netherlands,Gold,0,0,Economy,1,4,EU,1754,393.76,157.86,0
2144,Italy,Silver,1,1,Business,1,8,Domestic,902,420.91,81.18,1
2145,UK,Silver,1,1,Economy,2,10,EU,1355,304.44,121.95,0
2146,USA,Gold,0,0,Economy,3,14,Intercontinental,7439,1209.26,669.51,0
2147,UK,Silver,0,1,Economy,3,3,EU,2708,495.54,243.72,0
2148,Italy,Silver,0,0,Business,1,14,Domestic,869,411.58,78.21,0
2149,UK,Silver,1,0,Economy,3,11,EU,3465,607.28,311.85,0
2150,USA,Silver,0,1,Premium,1,11,Intercontinental,6092,1620.01,548.28,1
2151,Italy,Silver,0,0,Economy,2,8,Domestic,493,145.84,44.37,0
2152,France,Silver,0,1,Economy,2,2,Domestic,642,203.89,57.78,0
2153,Netherlands,Silver,1,1,Economy,2,6,EU,694,176.23,62.46,0
2154,USA,Gold,0,1,Business,1,12,Intercontinental,5759,2365.73,518.31,1
2155,France,Gold,1,0,Premium,3,8,Domestic,457,262.65,41.13,1
2156,Spain,Silver,0,1,Economy,2,6,Domestic,768,234.04,69.12,0
2157,France,Silver,0,0,Economy,4,6,Domestic,462,178.78,41.58,0
2158,Italy,Silver,0,0,Economy,3,7,Domestic,407,143.8,36.63,0
2159,UK,Silver,0,0,Economy,3,11,EU,993,219.78,89.37,0
2160,Netherlands,Silver,0,1,Economy,1,11,EU,3188,541.35,286.92,0
2161,Germany,Silver,0,0,Premium,1,12,EU,1333,389.51,119.97,0
2162,Germany,Gold,0,1,Economy,3,12,EU,1579,356.82,142.11,0
2163,Italy,Gold,0,0,Business,3,7,Domestic,689,353.22,62.01,0
2164,USA,Silver,0,0,Economy,2,11,Intercontinental,8233,1316.76,740.97,0
2165,UK,Silver,0,1,Economy,2,14,EU,1055,224.35,94.95,0
2166,USA,Gold,1,0,Business,4,3,Intercontinental,7017,2868.52,631.53,1
2167,Germany,Platinum,0,0,Economy,2,13,EU,2745,511.25,247.05,0
2168,France,Gold,0,1,Economy,3,13,Domestic,372,178.55,33.48,0
2169,Germany,Gold,0,0,Premium,1,11,EU,3286,970.59,295.74,0
2170,Italy,Silver,0,1,Economy,4,12,Domestic,704,189.55,63.36,0
2171,Germany,Silver,0,0,Economy,3,11,EU,2235,451.63,201.15,0
2172,France,Platinum,0,0,Economy,4,14,Domestic,782,178.91,70.38,0
2173,France,Silver,0,0,Economy,4,13,Domestic,897,240.12,80.73,0
2174,USA,Platinum,0,0,Economy,4,10,Intercontinental,6357,1055.36,572.13,0
2175,Spain,Gold,1,1,Economy,2,4,Domestic,795,172.46,71.55,1
2176,USA,Gold,0,0,Economy,2,2,Intercontinental,8300,1343.3,747.0,0
2177,Spain,Silver,0,1,Economy,1,12,Domestic,1000,249.54,90.0,0
2178,Germany,Gold,0,0,Premium,3,2,EU,1462,452.7,131.58,0
2179,Germany,Silver,1,0,Economy,4,10,EU,1873,388.3,168.57,0
2180,UK,Silver,0,1,Economy,2,7,EU,2232,389.36,200.88,0
2181,Italy,Silver,1,1,Economy,1,8,Domestic,545,216.19,49.05,0
2182,Spain,Platinum,0,1,Premium,2,3,Domestic,929,334.3,83.61,1
2183,France,Gold,0,1,Economy,1,12,Domestic,581,140.36,52.29,0
2184,Italy,Silver,0,0,Economy,3,13,Domestic,1146,320.28,103.14,0
2185,Germany,Silver,1,1,Economy,4,2,EU,2813,510.13,253.17,0
2186,USA,Gold,0,0,Premium,1,3,Intercontinental,5975,1642.42,537.75,1
2187,USA,Gold,0,0,Economy,4,14,Intercontinental,5011,819.68,450.99,0
2188,Netherlands,Gold,0,1,Economy,3,4,EU,1048,210.2,94.32,0
2189,Netherlands,Gold,1,0,Economy,3,4,EU,787,239.39,70.83,0
2190,Germany,Silver,0,1,Economy,2,9,EU,2128,463.74,191.52,0
2191,Spain,Gold,0,0,Business,3,5,Domestic,441,234.16,39.69,0
2192,USA,Silver,0,0,Premium,4,2,Intercontinental,8393,2221.8,755.37,0
2193,Germany,Platinum,0,0,Economy,2,3,EU,3177,533.47,285.93,0
2194,Germany,Gold,0,1,Premium,4,10,EU,1057,393.64,95.13,0
2195,France,Silver,0,0,Economy,2,3,Domestic,574,194.23,51.66,0
2196,UK,Silver,0,0,Premium,4,13,EU,3421,983.43,307.89,0
2197,UK,Platinum,0,1,Economy,3,10,EU,2713,494.1,244.17,0
2198,USA,Silver,0,0,Economy,1,6,Intercontinental,6487,1113.59,583.83,0
2199,UK,Silver,0,0,Business,3,5,EU,1692,757.07,152.28,0
2200,Italy,Gold,0,1,Premium,4,5,Domestic,838,287.82,75.42,0
2201,USA,Silver,0,1,Business,3,4,Intercontinental,8196,3424.46,737.64,1
2202,France,Gold,0,0,Premium,1,3,Domestic,301,137.53,27.09,0
2203,UK,Silver,0,1,Economy,4,9,EU,2001,409.41,180.09,0
2204,France,Gold,1,0,Economy,4,7,Domestic,349,159.75,31.41,0
2205,Netherlands,Silver,0,0,Economy,2,10,EU,1110,240.17,99.9,0
2206,USA,Silver,0,1,Economy,2,3,Intercontinental,8477,1353.26,762.93,0
2207,Spain,Platinum,0,1,Economy,3,13,Domestic,776,195.06,69.84,0
2208,USA,Gold,0,0,Economy,1,2,Intercontinental,8067,1344.66,726.03,0
2209,Spain,Silver,0,0,Economy,1,9,Domestic,427,153.01,38.43,0
2210,USA,Silver,0,0,Economy,1,9,Intercontinental,8660,1384.87,779.4,0
2211,Netherlands,Gold,0,0,Economy,1,6,EU,2019,416.52,181.71,0
2212,USA,Gold,0,1,Economy,4,3,Intercontinental,5702,954.85,513.18,0
2213,France,Platinum,0,0,Economy,3,11,Domestic,852,220.4,76.68,0
2214,USA,Platinum,0,0,Business,4,6,Intercontinental,5626,2371.34,506.34,1
2215,Netherlands,Gold,1,1,Economy,3,9,EU,839,217.11,75.51,1
2216,Italy,Silver,1,1,Economy,2,5,Domestic,645,168.97,58.05,0
2217,USA,Silver,0,0,Economy,1,3,Intercontinental,7106,1190.08,639.54,0
2218,Spain,Gold,0,1,Premium,3,4,Domestic,1090,329.28,98.1,0
2219,USA,Silver,0,1,Economy,4,4,Intercontinental,8978,1496.67,808.02,0
2220,France,Silver,1,0,Business,4,10,Domestic,825,439.66,74.25,1
2221,Netherlands,Silver,0,1,Economy,4,14,EU,3241,557.78,291.69,0
2222,UK,Silver,0,1,Economy,4,13,EU,3373,575.77,303.57,0
2223,France,Silver,0,0,Economy,3,4,Domestic,968,222.57,87.12,0
2224,Spain,Silver,0,0,Premium,1,2,Domestic,523,268.68,47.07,0
2225,France,Gold,0,1,Economy,4,8,Domestic,208,163.87,18.72,0
